video,frame,left-x,left-y,right-x,right-y,nose-x,nose-y
99,3,144,181,171,174,161,57
99,4,144,181,171,174,161,57
99,5,144,181,171,174,161,57
99,6,144,181,171,174,161,57
99,7,144,181,171,174,161,57
99,8,144,181,171,174,161,57
99,9,144,181,168,163,161,57
99,10,144,181,169,153,161,57
99,11,144,181,169,147,161,57
99,12,144,181,169,127,161,57
99,13,144,181,160,117,161,57
99,14,144,181,153,109,161,57
99,15,144,181,154,101,161,57
99,16,144,181,153,95,161,57
99,17,144,181,153,95,161,57
99,18,144,181,153,95,161,57
99,19,144,181,150,88,161,57
99,20,144,181,150,88,161,57
99,21,144,181,150,88,161,57
99,22,144,181,150,88,161,57
99,23,144,181,150,88,161,57
99,24,144,181,150,88,161,57
99,25,144,181,148,84,161,57
99,26,144,181,148,84,161,57
99,27,144,181,140,83,161,57
99,28,144,181,138,84,161,57
99,29,144,181,130,81,161,57
99,30,144,181,123,77,161,57
99,31,144,181,112,74,161,57
99,32,144,181,101,75,163,57
99,33,144,181,101,75,163,57
99,34,151,177,101,75,163,57
99,35,153,171,101,75,163,57
99,36,154,168,101,75,163,57
99,37,158,159,107,77,163,57
99,38,163,151,108,79,163,57
99,39,175,136,114,85,163,57
99,40,188,119,125,92,163,57
99,41,202,110,136,103,163,57
99,42,210,103,136,103,163,57
99,43,210,96,130,105,163,57
99,44,201,97,127,100,163,57
99,45,198,99,127,100,163,57
99,46,196,99,133,97,163,57
99,47,191,98,140,93,163,57
99,48,191,93,145,93,163,57
99,49,191,93,145,93,163,57
99,50,191,93,145,93,163,57
99,51,191,93,145,93,163,57
99,52,183,89,154,91,163,57
99,53,183,89,154,91,163,57
99,54,183,89,154,91,163,57
99,55,176,97,150,96,161,58
99,56,177,105,156,103,161,58
99,57,179,114,156,112,161,58
99,58,178,119,157,118,161,58
99,59,178,119,157,118,161,58
99,60,178,119,157,118,161,58
99,61,179,122,157,118,161,58
99,62,179,122,157,118,161,58
99,63,179,122,157,118,161,58
99,64,179,122,153,119,161,58
99,65,179,122,153,119,161,58
99,66,176,136,153,119,161,58
99,67,176,136,155,123,161,58
99,68,165,151,154,129,161,58
99,69,165,151,154,129,161,58
99,70,161,161,159,140,161,58
99,71,161,161,161,146,161,58
99,72,161,161,161,146,161,58
99,73,150,179,165,156,161,58
99,74,150,179,165,156,161,58
23,0,196,191,164,184,170,58
23,1,196,191,164,184,170,58
23,2,196,191,164,184,170,58
23,3,196,191,164,184,170,58
23,4,196,191,164,184,170,58
23,5,196,191,164,184,170,58
23,6,196,191,164,184,170,58
23,7,196,191,164,184,170,58
23,8,196,191,164,184,170,58
23,9,196,191,164,184,170,58
23,10,196,191,164,184,170,58
23,11,196,191,164,184,170,58
23,12,196,191,164,184,170,58
23,13,196,191,164,179,170,58
23,14,196,191,163,171,170,58
23,15,196,191,164,161,170,58
23,16,196,191,158,151,170,58
23,17,196,191,156,139,170,58
23,18,196,191,153,128,170,58
23,19,196,191,153,128,170,58
23,20,196,191,149,109,170,58
23,21,196,191,148,102,170,58
23,22,196,191,152,98,170,58
23,23,196,191,149,94,170,58
23,24,196,191,149,94,170,58
23,25,196,191,149,94,170,58
23,26,196,191,149,94,170,58
23,27,196,191,149,94,170,58
23,28,196,191,149,94,170,58
23,29,196,191,149,94,170,58
23,30,196,191,142,90,170,58
23,31,196,191,146,86,170,58
23,32,196,191,146,86,170,58
23,33,196,191,144,78,170,58
23,34,196,191,144,78,170,58
23,35,196,191,144,78,170,58
23,36,196,191,144,78,170,58
23,37,196,191,144,78,170,58
23,38,196,191,144,78,170,58
23,39,196,191,144,78,170,58
23,40,196,191,144,78,170,58
23,41,196,191,144,78,170,58
23,42,196,191,144,78,168,59
23,43,196,191,144,78,168,61
23,44,196,191,144,78,168,61
23,45,196,191,144,78,168,61
23,46,196,191,144,78,163,61
23,47,196,191,138,75,163,61
23,48,196,191,133,71,163,61
23,49,196,191,127,72,163,61
23,50,196,191,120,68,163,61
23,51,196,191,114,65,163,61
23,52,196,191,107,67,161,64
23,53,196,191,107,67,161,64
23,54,196,191,103,71,161,64
23,55,196,191,103,71,159,61
23,56,196,191,107,76,159,61
23,57,191,186,107,76,159,61
23,58,186,176,117,83,159,61
23,59,194,167,125,88,158,58
23,60,196,156,132,90,158,58
23,61,203,142,132,90,158,58
23,62,199,138,132,90,158,58
23,63,197,138,137,93,158,58
23,64,189,147,134,93,158,58
23,65,190,155,134,93,158,58
23,66,185,165,134,93,158,58
23,67,185,165,134,93,158,58
23,68,188,173,138,94,158,58
23,69,188,173,138,94,158,58
23,70,185,178,138,94,158,58
23,71,185,178,138,94,158,58
23,72,185,178,138,94,158,58
23,73,185,185,142,93,158,58
23,74,185,185,142,93,158,58
23,75,185,185,146,92,158,58
23,76,185,185,146,92,158,58
23,77,185,185,146,92,158,58
23,78,185,185,148,93,162,60
23,79,185,185,146,92,163,60
23,80,185,185,146,92,165,61
23,81,185,185,146,92,164,61
23,82,185,185,146,92,165,61
23,83,185,185,146,92,166,61
23,84,185,185,146,92,165,61
23,85,185,185,146,92,164,62
23,86,185,185,146,92,166,62
23,87,185,185,146,92,165,62
23,88,185,185,146,92,166,61
23,89,185,185,146,92,165,63
23,90,185,185,146,92,167,63
23,91,185,185,146,92,167,63
23,92,185,185,146,92,167,63
23,93,185,185,146,92,167,63
23,94,185,185,147,96,167,63
23,95,185,185,150,100,167,63
23,96,185,185,150,100,167,63
23,97,185,185,149,107,167,63
23,98,192,188,153,111,167,63
23,99,192,188,153,122,167,63
23,100,192,188,159,136,167,63
23,101,192,188,161,145,167,63
23,102,192,188,159,155,167,62
23,103,192,188,163,167,169,63
23,104,192,188,167,173,169,63
23,105,192,188,166,180,168,62
23,106,192,188,166,180,169,62
23,107,192,188,166,180,169,60
23,108,192,188,166,180,168,60
23,109,192,188,166,180,170,62
23,110,192,188,166,180,171,60
23,111,192,188,166,180,171,60
23,112,192,188,166,180,171,60
23,113,192,188,166,180,171,60
23,114,192,188,166,180,171,60
90,0,204,238,168,237,166,73
90,1,203,238,173,239,168,68
90,2,203,238,170,233,168,68
90,3,203,238,170,228,172,69
90,4,204,238,170,218,173,67
90,5,204,238,170,205,174,66
90,6,204,238,171,184,175,64
90,7,204,238,171,169,175,63
90,8,204,238,169,150,176,62
90,9,204,238,162,130,178,61
90,10,204,238,163,120,177,58
90,11,204,238,163,115,177,58
90,12,204,238,163,113,177,58
90,13,204,238,160,105,177,58
90,14,204,238,160,102,177,58
90,15,204,238,160,100,177,59
90,16,204,238,160,97,177,59
90,17,204,238,160,95,178,59
90,18,204,238,160,95,179,60
90,19,204,238,160,91,180,56
90,20,204,238,160,91,180,60
90,21,204,238,160,92,182,57
90,22,204,238,154,96,182,57
90,23,204,238,153,98,182,57
90,24,204,238,148,101,182,57
90,25,204,238,148,101,182,57
90,26,204,238,148,103,182,57
90,27,204,238,148,104,182,57
90,28,204,238,147,103,182,57
90,29,204,238,147,103,182,57
90,30,204,238,148,103,182,57
90,31,204,238,150,104,182,58
90,32,204,238,150,104,182,57
90,33,204,238,150,104,182,57
90,34,204,238,148,103,182,57
90,35,204,238,148,103,182,57
90,36,204,238,148,103,182,57
90,37,204,238,148,103,182,57
90,38,204,238,148,103,182,57
90,39,204,238,149,103,182,57
90,40,204,238,149,103,182,57
90,41,204,238,152,104,182,57
90,42,206,238,159,107,184,59
90,43,206,238,158,107,186,61
90,44,206,238,158,107,187,61
90,45,206,238,159,105,187,62
90,46,206,238,159,102,188,62
90,47,206,238,159,95,191,63
90,48,206,238,156,88,191,62
90,49,206,238,156,88,185,62
90,50,206,238,151,84,184,59
90,51,206,238,149,78,184,59
90,52,206,238,149,71,182,59
90,53,206,238,137,61,181,60
90,54,206,238,133,63,181,60
90,55,206,238,129,70,184,61
90,56,206,238,127,74,185,61
90,57,206,238,128,78,185,61
90,58,206,238,132,79,186,61
90,59,206,238,135,82,186,58
90,60,206,238,135,83,185,57
90,61,206,238,135,83,182,57
90,62,206,238,135,83,182,57
90,63,206,238,135,83,180,57
90,64,206,238,135,83,179,56
90,65,206,238,135,83,179,56
90,66,206,238,134,79,182,56
90,67,206,238,134,78,182,57
90,68,208,237,134,78,182,57
90,69,206,238,133,76,183,57
90,70,206,238,135,73,184,56
90,71,206,238,136,66,183,54
90,72,206,238,136,62,183,54
90,73,206,238,135,56,183,54
90,74,206,238,132,49,183,54
90,75,206,238,128,43,183,54
90,76,206,238,121,38,183,54
90,77,206,238,115,34,183,54
90,78,206,238,111,31,186,53
90,79,206,238,108,40,187,53
90,80,206,238,102,43,189,54
90,81,206,238,102,43,191,55
90,82,206,238,102,47,195,57
90,83,206,238,103,51,195,57
90,84,206,238,109,51,196,58
90,85,206,238,114,56,196,58
90,86,206,238,120,62,196,58
90,87,206,238,120,63,195,58
90,88,206,238,117,68,193,56
90,89,206,238,126,75,190,56
90,90,206,238,132,79,190,56
90,91,206,238,139,84,187,57
90,92,206,238,138,84,190,56
90,93,206,238,134,82,187,57
90,94,206,238,132,82,187,57
90,95,206,238,133,84,187,57
90,96,206,238,136,83,187,57
90,97,206,238,145,81,187,57
90,98,206,238,150,81,187,58
90,99,206,238,157,78,185,59
90,100,206,238,159,77,184,59
90,101,206,238,166,80,184,59
90,102,206,238,166,83,182,60
90,103,206,238,169,85,182,60
90,104,206,238,171,92,182,60
90,105,206,238,171,100,183,62
90,106,206,238,175,106,183,62
90,107,206,238,177,112,183,62
90,108,206,238,178,123,183,62
90,109,200,237,179,129,183,62
90,110,200,227,178,129,183,62
90,111,205,210,176,131,183,62
90,112,203,196,169,131,183,62
90,113,203,181,169,133,183,62
90,114,204,166,168,134,183,62
90,115,201,157,166,136,183,63
90,116,191,147,168,140,183,63
90,117,192,142,172,143,183,63
90,118,191,145,173,147,180,63
90,119,189,146,173,147,181,63
90,120,189,146,173,147,180,63
90,121,189,146,172,145,179,64
90,122,188,148,171,146,179,64
90,123,188,148,171,147,179,64
90,124,188,148,171,149,179,64
90,125,188,148,171,149,177,66
90,126,188,148,171,149,177,66
90,127,190,153,171,150,177,66
90,128,195,158,168,153,177,66
90,129,199,168,169,160,177,67
90,130,199,179,169,170,177,69
90,131,202,191,168,182,177,69
90,132,203,208,170,205,177,69
90,133,200,226,172,214,177,71
90,134,198,235,173,229,178,74
90,135,201,237,163,238,178,75
90,136,201,237,163,238,178,77
90,137,200,239,163,238,178,80
90,138,200,239,163,238,178,80
90,139,200,239,163,238,178,80
90,140,200,239,163,238,179,81
90,141,200,239,163,238,179,81
90,142,200,239,163,238,179,81
90,143,200,239,163,238,179,81
90,144,200,239,163,238,179,81
90,145,200,239,163,238,179,81
90,146,200,239,163,238,179,80
90,147,200,239,163,238,179,81
90,148,200,239,163,238,179,81
90,149,200,239,163,238,179,81
90,150,200,239,163,238,179,81
90,151,200,239,163,238,179,81
90,152,200,239,163,238,179,81
90,153,200,239,163,238,179,81
90,154,200,239,163,238,178,80
90,155,200,239,163,238,178,80
90,156,200,239,163,238,177,77
90,157,200,239,163,238,178,80
90,158,200,239,163,238,178,79
90,159,200,239,163,238,178,79
90,160,205,239,163,238,178,77
90,161,203,238,163,238,178,77
91,0,181,194,161,192,173,55
91,1,181,194,161,192,173,55
91,2,181,194,160,184,173,55
91,3,181,194,163,173,173,55
91,4,187,195,159,156,173,55
91,5,192,197,157,144,173,55
91,6,192,197,158,123,173,55
91,7,192,197,158,115,173,55
91,8,191,203,158,106,173,55
91,9,191,203,155,100,173,55
91,10,191,203,155,100,173,55
91,11,191,203,154,94,173,55
91,12,191,203,154,94,173,55
91,13,191,203,154,94,173,55
91,14,191,203,154,94,173,55
91,15,189,200,154,94,173,55
91,16,189,200,154,94,173,55
91,17,189,200,145,96,173,55
91,18,189,200,139,98,173,55
91,19,189,200,133,101,173,55
91,20,189,200,127,104,173,55
91,21,189,200,127,104,173,55
91,22,189,200,127,104,173,55
91,23,189,200,122,96,173,55
91,24,189,200,122,96,173,55
91,25,189,200,126,88,173,55
91,26,189,200,126,88,171,51
91,27,189,200,126,88,170,53
91,28,189,200,129,81,170,53
91,29,189,200,129,81,170,53
91,30,189,200,136,77,170,53
91,31,189,200,136,77,167,51
91,32,189,200,146,70,164,51
91,33,189,200,154,67,163,53
91,34,189,200,165,73,160,52
91,35,189,200,173,77,157,55
91,36,189,200,179,82,153,55
91,37,189,200,179,82,153,55
91,38,189,200,179,82,153,55
91,39,189,200,179,82,153,55
91,40,189,200,175,83,154,55
91,41,189,200,175,83,157,54
91,42,189,200,175,79,157,54
91,43,189,200,179,79,157,54
91,44,189,200,179,79,157,54
91,45,189,200,179,79,157,54
91,46,189,200,184,73,157,54
91,47,189,200,184,73,159,57
91,48,189,200,179,66,159,57
91,49,189,200,176,63,159,57
91,50,189,200,172,59,159,57
91,51,189,200,172,55,159,57
91,52,189,200,172,55,159,57
91,53,189,200,168,56,159,57
91,54,189,200,168,56,159,57
91,55,189,200,171,62,159,57
91,56,189,200,176,67,162,58
91,57,189,200,182,78,162,58
91,58,189,200,189,85,162,58
91,59,189,200,188,94,162,58
91,60,189,200,192,100,162,58
91,61,189,200,192,100,162,58
91,62,189,200,188,98,162,58
91,63,189,200,188,98,165,58
91,64,189,200,186,93,169,55
91,65,189,200,181,88,168,54
91,66,189,200,181,88,172,55
91,67,189,200,186,80,172,55
91,68,189,200,184,75,172,55
91,69,189,200,182,73,175,52
91,70,189,200,183,70,175,52
91,71,189,200,184,64,175,52
91,72,189,200,180,61,175,52
91,73,189,200,180,61,175,52
91,74,189,200,180,56,172,48
91,75,189,200,180,56,172,48
91,76,189,200,178,53,172,48
91,77,189,200,178,53,172,48
91,78,189,200,180,48,172,48
91,79,189,200,180,48,172,48
91,80,189,200,184,45,170,50
91,81,189,200,187,44,170,50
91,82,189,200,191,44,170,50
91,83,189,200,197,46,169,53
91,84,189,200,202,47,167,51
91,85,189,200,202,47,165,52
91,86,189,200,202,47,165,52
91,87,189,200,205,50,165,52
91,88,189,200,205,50,165,52
91,89,189,200,203,55,165,52
91,90,189,189,203,55,165,52
91,91,189,189,203,55,166,54
91,92,189,179,203,55,166,54
91,93,192,170,197,61,166,54
91,94,193,159,195,58,166,54
91,95,197,149,194,64,166,54
91,96,200,134,189,69,169,57
91,97,205,122,184,78,170,56
91,98,203,115,184,81,170,56
91,99,203,109,186,93,170,56
91,100,199,104,190,97,170,56
91,101,197,97,190,97,170,56
91,102,195,98,184,98,170,56
91,103,192,101,178,102,170,56
91,104,195,102,173,101,170,56
91,105,195,102,170,102,170,56
91,106,196,104,168,106,170,56
91,107,195,108,162,108,170,56
91,108,197,114,165,112,170,56
91,109,197,120,165,116,170,56
91,110,193,128,162,124,170,56
91,111,190,140,162,137,172,57
91,112,190,153,161,145,172,57
91,113,187,162,157,155,172,57
91,114,188,172,155,166,172,57
91,115,188,172,155,166,172,57
92,0,180,201,159,199,173,57
92,1,180,201,159,199,173,56
92,2,177,201,159,199,174,57
92,3,177,197,159,199,174,57
92,4,177,197,160,193,174,57
92,5,177,197,160,189,173,58
92,6,180,197,160,183,172,56
92,7,180,198,161,172,172,56
92,8,181,200,158,154,172,56
92,9,181,200,158,145,172,56
92,10,183,203,157,135,172,56
92,11,183,203,158,122,172,56
92,12,181,204,159,112,172,56
92,13,181,204,158,106,173,55
92,14,181,204,157,97,172,56
92,15,181,204,159,94,172,56
92,16,181,204,156,90,172,56
92,17,181,204,158,85,172,56
92,18,181,204,158,85,172,56
92,19,181,204,158,85,172,56
92,20,181,204,157,84,172,56
92,21,181,204,155,84,172,56
92,22,181,204,155,84,172,56
92,23,181,204,155,84,172,56
92,24,181,204,151,82,172,57
92,25,181,204,146,82,172,58
92,26,181,204,147,81,172,58
92,27,181,204,147,76,168,59
92,28,181,204,156,72,168,59
92,29,181,204,168,71,168,59
92,30,181,204,169,70,166,60
92,31,181,204,180,75,166,60
92,32,181,204,180,75,166,60
92,33,181,204,181,77,167,59
92,34,181,204,183,81,167,59
92,35,181,204,181,82,169,58
92,36,181,204,180,84,169,58
92,37,181,204,180,84,169,58
92,38,181,204,176,84,169,58
92,39,181,204,175,81,169,58
92,40,181,204,172,79,167,58
92,41,181,204,173,79,167,58
92,42,181,204,172,75,167,58
92,43,181,204,170,73,167,58
92,44,181,204,170,68,170,57
92,45,181,204,173,68,170,57
92,46,181,204,173,68,170,57
92,47,181,204,173,66,173,55
92,48,181,204,176,61,173,55
92,49,181,204,176,59,173,55
92,50,181,204,176,59,173,55
92,51,181,204,178,59,173,55
92,52,181,204,179,59,173,55
92,53,181,204,179,55,173,55
92,54,181,204,179,55,168,57
92,55,181,204,180,54,168,57
92,56,181,204,179,55,168,57
92,57,181,204,181,55,168,57
92,58,181,204,180,55,168,57
92,59,181,204,179,55,168,57
92,60,181,204,178,55,168,57
92,61,181,204,180,53,168,57
92,62,181,204,180,52,168,57
92,63,181,204,182,51,168,57
92,64,181,204,181,50,168,57
92,65,181,204,187,49,168,57
92,66,181,204,195,48,168,57
92,67,181,204,200,47,166,59
92,68,181,204,205,47,166,59
92,69,181,204,205,46,166,59
92,70,181,204,204,46,166,59
92,71,181,204,202,45,168,59
92,72,181,204,194,47,168,59
92,73,181,204,193,49,168,59
92,74,181,204,186,54,168,59
92,75,181,204,184,60,168,59
92,76,181,204,184,64,168,59
92,77,181,204,185,68,168,59
92,78,181,204,186,74,169,59
92,79,181,204,183,76,169,59
92,80,181,204,180,71,169,59
92,81,181,204,182,71,170,59
92,82,181,204,182,70,170,59
92,83,181,204,182,77,170,59
92,84,181,204,180,73,170,59
92,85,181,204,180,73,170,59
92,86,181,204,181,77,170,59
92,87,180,199,182,80,170,59
92,88,178,195,183,92,170,59
92,89,180,189,183,98,170,59
92,90,182,172,185,112,170,57
92,91,190,159,180,114,170,57
92,92,190,143,176,114,170,57
92,93,190,137,177,112,172,56
92,94,190,120,174,109,172,56
92,95,186,115,175,109,172,56
92,96,184,109,175,109,172,58
92,97,181,109,175,109,172,58
92,98,179,107,171,106,172,59
92,99,183,105,168,101,172,59
92,100,191,104,163,105,172,59
92,101,191,107,163,105,172,59
92,102,191,112,163,108,172,59
92,103,192,119,161,112,171,59
92,104,190,130,160,119,171,57
92,105,187,138,160,125,171,57
92,106,181,151,165,142,171,57
92,107,181,166,161,153,171,57
92,108,179,172,157,164,171,57
92,109,179,172,158,170,171,57
92,110,176,178,157,174,171,57
93,0,205,239,161,238,181,72
93,1,205,239,161,238,181,72
93,2,205,239,161,238,181,72
93,3,205,239,161,238,181,72
93,4,205,239,161,238,181,72
93,5,205,239,162,228,182,68
93,6,205,239,167,212,181,66
93,7,205,239,167,192,180,63
93,8,205,239,166,175,180,63
93,9,205,239,161,157,179,62
93,10,205,239,160,138,179,62
93,11,205,239,153,129,177,60
93,12,205,239,154,119,177,60
93,13,205,239,150,112,177,60
93,14,205,239,150,112,177,60
93,15,205,239,150,108,177,60
93,16,205,239,147,104,177,58
93,17,205,239,147,104,177,58
93,18,205,239,150,100,177,58
93,19,205,239,150,100,177,58
93,20,205,239,150,100,177,58
93,21,205,239,152,99,177,58
93,22,205,239,152,94,177,58
93,23,205,239,152,94,177,58
93,24,205,239,152,94,177,58
93,25,205,239,152,94,177,58
93,26,205,239,152,94,177,58
93,27,205,239,152,94,177,58
93,28,205,239,152,94,177,58
93,29,205,239,152,94,178,58
93,30,205,239,153,98,178,58
93,31,205,239,153,98,178,58
93,32,205,239,153,98,178,58
93,33,205,239,153,98,178,58
93,34,205,239,155,97,178,58
93,35,205,239,155,97,178,58
93,36,205,239,155,97,178,58
93,37,205,239,155,97,178,58
93,38,205,239,157,104,178,58
93,39,205,239,157,104,178,58
93,40,205,239,157,104,178,58
93,41,205,239,157,104,178,58
93,42,205,239,157,104,178,58
93,43,205,239,157,104,179,56
93,44,205,239,154,95,180,55
93,45,205,239,146,89,182,57
93,46,205,239,142,78,184,55
93,47,205,239,137,73,184,55
93,48,205,239,127,71,184,55
93,49,205,239,127,71,184,55
93,50,205,239,123,75,188,56
93,51,205,239,123,78,188,56
93,52,205,239,127,81,188,56
93,53,205,239,128,84,188,56
93,54,205,239,131,84,188,56
93,55,205,239,131,84,186,56
93,56,205,239,131,84,186,56
93,57,205,239,132,82,186,56
93,58,205,239,132,82,182,56
93,59,205,239,132,82,182,56
93,60,205,239,134,81,182,56
93,61,205,239,135,77,183,53
93,62,205,239,138,75,186,53
93,63,205,239,138,75,186,53
93,64,205,239,142,65,186,53
93,65,205,239,135,60,186,53
93,66,205,239,134,56,188,52
93,67,205,239,132,49,188,52
93,68,205,239,128,41,188,52
93,69,205,239,118,37,190,50
93,70,205,239,111,37,192,49
93,71,205,239,109,34,191,49
93,72,205,239,108,41,196,50
93,73,205,239,112,42,196,50
93,74,205,239,117,44,196,50
93,75,205,239,121,49,201,51
93,76,205,239,123,54,199,53
93,77,205,239,128,58,199,53
93,78,205,239,129,62,199,53
93,79,205,239,136,70,199,53
93,80,205,239,144,78,199,55
93,81,205,239,150,85,199,55
93,82,205,239,151,90,197,57
93,83,205,239,151,90,195,59
93,84,205,239,151,90,192,57
93,85,205,239,151,90,189,57
93,86,205,239,151,90,187,56
93,87,205,239,163,89,187,56
93,88,205,239,163,89,187,56
93,89,205,239,165,88,183,57
93,90,205,239,170,88,183,57
93,91,205,239,174,93,183,57
93,92,205,239,176,101,183,57
93,93,205,239,178,110,183,57
93,94,205,239,181,121,183,57
93,95,202,228,179,132,186,59
93,96,200,222,175,135,187,59
93,97,207,208,175,138,187,59
93,98,206,195,175,138,187,59
93,99,205,182,175,138,191,59
93,100,203,173,170,144,189,60
93,101,200,166,170,144,189,60
93,102,200,166,170,144,189,60
93,103,200,166,170,148,189,60
93,104,200,164,170,148,189,60
93,105,200,164,170,148,189,60
93,106,200,164,170,148,189,60
93,107,200,164,170,148,188,64
93,108,200,164,170,148,188,64
93,109,202,165,170,158,188,64
93,110,204,173,164,166,188,64
93,111,202,181,163,176,188,64
93,112,207,189,161,183,188,64
93,113,206,203,160,197,188,64
93,114,207,217,161,208,188,64
93,115,207,233,160,224,188,69
93,116,209,237,167,236,188,69
93,117,209,239,165,241,188,69
93,118,209,239,165,241,188,70
93,119,209,239,165,241,187,74
93,120,209,239,165,241,188,76
93,121,209,239,165,241,188,75
93,122,209,239,165,241,187,77
93,123,209,239,165,241,187,77
93,124,209,239,165,241,187,77
93,125,209,239,165,241,187,77
93,126,209,239,165,241,187,77
93,127,209,239,165,241,185,77
93,128,209,239,165,241,185,77
93,129,209,239,165,241,185,77
93,130,209,239,165,241,185,77
93,131,209,239,165,241,185,77
93,132,209,239,165,241,181,80
93,133,209,239,165,241,181,80
94,0,182,204,156,203,174,54
94,1,182,204,157,198,174,54
94,2,182,204,157,191,174,54
94,3,182,204,155,185,174,54
94,4,182,204,156,171,174,54
94,5,182,204,157,155,174,54
94,6,182,204,157,136,174,54
94,7,182,204,156,120,174,54
94,8,182,204,155,109,174,54
94,9,182,204,151,103,174,54
94,10,182,204,152,94,174,54
94,11,182,204,153,94,172,55
94,12,182,204,153,87,172,55
94,13,182,204,153,87,172,55
94,14,182,204,153,87,172,55
94,15,182,204,153,87,172,55
94,16,185,203,153,87,172,55
94,17,185,203,153,87,172,55
94,18,185,203,153,87,172,55
94,19,185,203,153,87,172,55
94,20,185,203,150,86,172,55
94,21,185,203,150,86,172,55
94,22,185,203,149,82,172,55
94,23,185,203,149,82,170,56
94,24,185,203,156,82,170,56
94,25,185,203,162,79,170,56
94,26,185,203,162,79,170,56
94,27,185,203,163,82,170,56
94,28,185,203,163,82,170,56
94,29,185,203,163,82,170,56
94,30,185,203,163,82,170,56
94,31,185,203,163,82,170,56
94,32,185,203,166,81,170,56
94,33,185,203,166,81,170,56
94,34,185,203,166,76,170,56
94,35,185,203,168,71,170,56
94,36,185,203,168,71,170,56
94,37,185,203,173,66,170,56
94,38,185,203,173,66,170,56
94,39,185,203,180,58,170,56
94,40,185,203,182,55,167,56
94,41,185,203,182,55,166,56
94,42,185,203,188,48,165,55
94,43,185,203,188,48,165,55
94,44,185,203,190,50,165,55
94,45,185,203,190,50,165,55
94,46,185,203,190,50,165,55
94,47,185,203,190,50,165,55
94,48,185,203,190,50,165,55
94,49,185,203,190,50,165,55
94,50,185,203,190,50,165,55
94,51,185,203,190,50,165,55
94,52,185,203,190,50,165,55
94,53,185,203,183,56,165,55
94,54,185,203,183,56,165,55
94,55,185,203,180,61,165,55
94,56,185,203,182,60,165,55
94,57,185,203,182,60,165,55
94,58,185,203,183,66,165,55
